
0.03R0
0.037R4.5034
0.043R11.6251
0.051R26.1464
0.063R42.325
0.071R51.6435
0.076R57.0157
0.083R66.2654
0.091R75.0934
0.096R78.125
0.106R88.0504
0.115R95.6527
0.123R101.6273
0.128R102.8645
0.137R107.0566
0.147R114.5125
0.154R116.8843
0.161R121.1169
0.167R122.7547
0.176R125.0007
0.181R127.9917
0.194R130.5853
0.205R134.9599
0.211R135.8604
0.219R136.2254
0.227R139.501
0.235R141.1354
0.241R142.4614
0.252R143.518
0.263R145.7533
0.268R146.1445
0.276R146.7398
0.285R147.3678
0.293R148.4639
0.298R149.8884
0.308R150.9743
0.316R151.8993
0.321R153.1669
0.33R153.5353
0.337R153.8086
0.345R154.5888
0.353R156.279
0.362R156.5375
0.369R156.7301
0.374R157.7534
0.382R158.3766
0.39R158.9743
0.398R159.5479
0.404R160.0654
0.413R161.0164
0.421R161.5199
0.427R161.2025
0.434R162.0589
0.442R162.5185
0.454R163.3632
0.459R163.7617
0.467R164.1686
0.475R164.5617
0.481R164.9339
0.49R164.9659
0.498R165.3281
0.506R165.6788
0.511R166.3402
0.518R166.345
0.528R166.6667
0.533R167.2924
0.541R167.5906
0.549R167.8809
0.557R167.8637
0.563R167.5545
0.574R168.1181
0.581R168.6745
0.587R168.3705
0.594R168.9117
0.601R169.4396
0.609R168.8562
0.614R169.3808
0.623R169.3417
0.631R170.3643
0.638R169.5404
0.644R170.2895
0.651R170.7627
0.659R170.966
0.665R170.677
0.676R171.3512
0.685R171.7763
0.692R171.2426
0.698R171.9198
0.704R171.8753
0.713R172.0427
0.718R172.2377
0.725R172.8737
0.732R172.8139
0.742R171.8329
0.747R173.3601
0.755R173.51
0.763R173.2195
0.768R173.3941
0.775R173.7635
0.785R173.6732
0.794R173.5939
0.799R173.7588
0.807R174.3081
0.815R174.4377
0.821R174.1777
0.828R174.5169
0.836R174.6412
0.845R174.1615
0.851R174.5005
0.859R174.6216
0.868R174.9232
0.873R175.2579
0.882R175.1698
0.888R175.3003
0.9R175
0.905R175.6907
0.913R175.7943
0.922R175.7048
0.927R175.8361
0.935R175.936
0.942R175.8668
0.952R175.2451
0.957R175.897
0.965R175.9933
0.973R176.4305
0.978R176.3804
0.986R176.4707
0.993R176.7374
1.004R175.6308
1.01R176.7326
1.017R176.6635
1.025R177.0733
1.031R176.8508
1.039R176.9329
1.046R177.183
1.056R176.6096
1.062R177.4955
1.071R177.7157
1.079R177.7879
1.085R177.4195
1.092R177.8085
1.107R178.1089
1.116R177.7181
1.121R178.2636
1.129R177.886
1.137R178.3934
1.143R178.332
1.151R178.5405
1.161R178.5818
1.168R178.0822
1.174R178.4498
1.182R178.5112
1.19R178.5713
1.195R178.8006
1.206R178.6899
1.214R178.748
1.222R178.396
1.228R178.7459
1.236R178.8026
1.25R178.9332
1.256R179.0074
1.266R179.0416
1.275R179.2157
1.283R178.7476
1.288R179.2184
1.295R179.1507
1.306R179.3007
1.312R179.3701
1.32R179.4191
1.327R179.6031
1.334R179.2855
1.34R179.6019
1.346R179.6682
1.355R179.5819
1.361R179.6472
1.367R179.956
1.377R179.7386
1.385R180.0241
1.391R179.8465
1.398R180.019
1.405R179.9526
1.41R180.1417
1.417R180.3104
1.428R180.2053
1.437R180.1206
1.442R180.3052
1.45R180.3447
1.458R180.384
1.464R180.4417
1.472R180.367
1.481R180.6213
1.491R180.3039
1.496R180.4813
1.505R180.3987
1.513R180.6566
1.518R180.6104
1.529R180.728
1.536R180.6641
1.544R180.5916
1.549R180.5465
1.556R180.6984
1.563R180.5288
1.568R180.6973
1.575R180.8466
1.584R180.7661
1.593R180.6865
1.598R180.851
1.606R180.8842
1.614R180.9171
1.62R180.967
1.628R180.9991
1.638R181.1151
1.646R181.1462
1.651R181.3044
1.66R181.2248
1.667R181.3636
1.673R181.1119
1.68R181.2499
1.691R181.2536
1.698R181.3898
1.704R181.4359
1.71R181.4816
1.718R181.5094
1.724R181.4579
1.735R181.4601
1.743R181.6791
1.751R181.7058
1.756R181.6628
1.764R181.6893
1.771R181.8183
1.776R181.6817
1.784R181.8012
1.793R181.9111
1.801R181.936
1.806R181.8014
1.814R181.8266
1.822R181.8515
1.828R181.8927
1.839R181.9828
1.847R182.0068
1.855R181.8509
1.861R181.8916
1.867R182.021
1.874R181.9637
1.88R182.0034
1.888R182.0268
1.898R182.0337
1.906R182.0566
1.911R182.1909
1.918R182.1341
1.926R182.1564
1.931R182.289
1.942R182.0289
1.951R182.1289
1.959R182.4061
1.964R182.2811
1.973R182.2099
1.98R182.3233
1.985R182.4517
1.994R182.3805
2.003R182.5595
2.011R182.5792
2.016R182.457
2.025R182.6337
2.032R182.4968
2.037R182.6214
2.048R182.6171
2.056R182.6361
2.064R182.655
2.069R182.697
