
0.029R0
0.037R4.5034
0.042R11.9019
0.05R26.6693
0.057R38.0104
0.065R48.7201
0.071R51.6435
0.079R59.0689
0.087R68.9645
0.092R74.2771
0.102R83.3354
0.11R89.3929
0.118R94.6329
0.124R98.1165
0.131R100.5088
0.138R105.0733
0.146R109.5905
0.155R111.8272
0.162R116.255
0.169R117.3581
0.174R119.7315
0.181R122.4682
0.189R124.3398
0.195R126.4954
0.205R129.268
0.213R129.1087
0.22R131.0598
0.226R132.0061
0.234R133.9037
0.24R134.7218
0.249R135.8768
0.256R137.3702
0.264R138.8897
0.272R139.7054
0.277R140.7945
0.285R142.1059
0.294R142.2898
0.299R143.8128
0.309R143.4741
0.317R144.0584
0.325R146.1534
0.33R145.96
0.338R146.4492
0.35R147.6196
0.356R147.94
0.364R148.3519
0.372R148.7461
0.379R149.0764
0.384R149.74
0.391R150.8946
0.399R150.3759
0.404R150.9906
0.414R151.7719
0.424R152.1222
0.434R152.8414
0.439R153.379
0.446R153.5879
0.455R154.212
0.461R154.3746
0.469R154.9398
0.477R155.1358
0.485R155.6698
0.49R155.4425
0.498R155.9568
0.506R156.1264
0.512R156.2503
0.521R156.4295
0.529R156.5846
0.537R157.6659
0.543R157.152
0.551R157.592
0.559R157.7221
0.567R158.7302
0.575R158.8408
0.583R158.6618
0.59R159.0395
0.595R159.6641
0.604R159.492
0.613R160.1411
0.623R158.6412
0.628R160.2975
0.636R160.6391
0.645R161.24
0.65R161.0258
0.658R161.0945
0.669R161.6843
0.676R160.996
0.682R161.7792
0.69R161.836
0.698R161.8909
0.703R162.3993
0.71R162.2063
0.718R162.2562
0.727R161.8525
0.734R162.5797
0.742R162.8479
0.75R162.8888
0.755R163.3555
0.764R163.176
0.778R161.5253
0.788R163.2828
0.793R163.9342
0.8R163.7501
0.808R163.9853
0.814R164.0048
0.82R164.2277
0.828R164.2515
0.84R163.2936
0.845R164.6942
0.853R164.5175
0.86R164.7289
0.865R164.9325
0.872R164.9466
0.88R164.9619
0.89R164.7939
0.896R165.1786
0.903R165.5594
0.911R165.2029
0.916R165.3931
0.924R165.5846
0.93R165.5913
0.94R165.071
0.945R166.1377
0.953R166.1418
0.961R166.3197
0.967R165.9774
0.974R166.1532
0.981R166.157
0.992R165.9947
0.997R166.6668
1.005R166.8323
1.013R166.8311
1.018R166.6664
1.027R166.991
1.036R166.8275
1.046R166.1888
1.052R166.9836
1.06R166.981
1.068R167.1348
1.073R167.2881
1.081R167.1291
1.088R167.2794
1.098R167.1221
1.104R167.4217
1.112R167.5658
1.12R167.5595
1.126R167.7029
1.133R167.5492
1.14R167.6901
1.149R167.3921
1.155R167.9652
1.163R168.0996
1.171R168.2323
1.176R168.0837
1.184R168.0743
1.194R168.2021
1.204R167.6358
1.209R168.4589
1.217R168.5838
1.226R168.4339
1.231R168.6976
1.241R168.6813
1.248R168.6698
1.258R168.1241
1.264R168.7764
1.275R168.6276
1.283R169.0051
1.288R168.9958
1.296R168.9816
1.306R169.0914
1.314R168.8228
1.32R169.1919
1.328R169.3022
1.336R169.2866
1.342R169.3988
1.348R169.3868
1.356R169.3705
1.365R169.5969
1.371R169.3412
1.379R169.6883
1.387R169.6709
1.393R169.4186
1.401R169.7597
1.409R169.7423
1.421R169.599
1.426R169.7055
1.435R169.9187
1.444R169.7831
1.449R170.0022
1.457R169.984
1.466R169.9637
1.475R170.1695
1.48R170.045
1.488R170.0269
1.495R170.2342
1.5R170.1111
1.508R170.2034
1.516R170.1848
1.527R170.1595
1.533R170.363
1.54R170.3463
1.547R170.4375
1.553R170.2082
1.559R170.5154
1.567R170.3891
1.577R170.3656
1.582R170.4594
1.59R170.5452
1.598R170.5255
1.604R170.6151
1.612R170.699
1.619R170.5785
1.629R170.6568
1.634R170.7467
1.642R170.7269
1.651R170.7045
1.656R170.7931
1.665R170.7709
1.673R170.8506
1.683R170.8258
1.688R171.0111
1.696R170.9906
1.704R170.9702
1.71R171.0526
1.718R171.0323
1.727R171.2026
1.736R171.0829
1.741R171.2617
1.749R171.2408
1.756R171.2224
1.762R171.207
1.77R171.2807
1.778R171.2598
1.788R171.3273
1.794R171.3118
1.803R171.2887
1.81R171.3627
1.816R171.3473
1.827R171.5015
1.84R171.4673
1.848R171.5368
1.854R171.5211
1.863R171.4975
1.87R171.5686
1.875R171.6445
1.883R171.7117
1.892R171.6878
1.899R171.7571
1.905R171.8286
1.912R171.7224
1.92R171.7882
1.925R171.8614
1.936R171.8318
1.945R171.7223
1.952R171.875
1.957R171.9467
1.964R171.928
1.971R171.8249
1.976R171.9804
1.984R171.959
1.993R172.1024
2.001R172.164
2.007R171.9814
2.015R172.2084
2.024R172.1015
2.029R172.088
2.04R172.1405
2.049R172.2791
2.057R172.2573
2.063R172.322
2.07R172.2222
2.077R172.1233
2.082R172.2702
2.09R172.2488
2.099R172.3837
2.107R172.362
2.113R172.2669
2.121R172.2458
2.129R172.4597
2.137R172.126
2.146R172.4137
2.153R172.4725
2.161R172.5282
2.167R172.358
2.175R172.4138
2.183R172.3928
2.19R172.3744
2.196R172.5106
2.206R172.5597
2.214R172.5385
2.22R172.5975
2.228R172.5763
2.237R172.5526
2.248R172.3014
2.254R172.6561
2.263R172.6321
2.27R172.6872
2.275R172.7473
2.287R172.8611
2.294R172.7695
2.304R172.4537
2.309R172.8743
2.318R172.8502
2.326R172.8288
2.332R172.8845
2.339R172.9372
2.347R172.9869
2.357R172.8185
2.363R173.0145
2.371R172.8526
2.379R172.9017
2.384R172.9586
2.391R172.8704
2.399R173.0581
2.409R172.755
2.414R173.0185
2.422R172.9975
2.429R172.9793
2.434R173.0349
2.442R173.0821
2.454R173.1188
2.462R172.9623
2.467R173.2198
2.475R173.1987
2.483R173.1104
2.488R173.1646
2.495R173.213
2.503R173.2587
2.512R172.9035
2.518R173.2196
2.526R173.2646
2.534R173.2439
2.539R173.3623
2.547R173.2103
2.557R173.3802
2.566R173.1619
2.571R173.4086
2.579R173.4523
2.587R173.4312
2.593R173.2871
2.6R173.3974
2.607R173.3154
2.616R173.1652
2.622R173.4682
2.63R173.4473
2.638R173.49
2.644R173.4746
2.652R173.5168
2.661R173.4936
2.672R173.4032
2.677R173.6397
2.684R173.6215
2.692R173.6008
2.698R173.6472
2.705R173.6908
2.712R173.6111
2.721R173.4657
2.727R173.5728
2.735R173.7355
2.743R173.7149
2.748R173.6414
2.755R173.7446
2.765R173.7793
2.774R173.5761
2.779R173.8036
2.787R173.783
2.795R173.8223
2.8R173.7499
2.808R173.7891
2.815R173.8307
2.825R173.4513
2.83R173.7926
2.839R173.7114
2.847R173.8672
2.853R173.7352
2.861R173.8902
2.87R173.8676
2.885R173.7723
2.89R173.8754
2.899R173.968
2.907R173.8333
2.912R173.8782
2.92R173.9155
2.929R174.0071
2.937R173.9871
2.943R173.8589
2.95R173.9548
2.957R173.8811
2.962R173.9816
2.969R173.9081
2.98R173.9933
2.988R174.0294
2.993R174.0729
3R173.9999
3.007R174.0938
3.013R173.9684
3.019R174.1194
3.026R174.0471
3.036R174.0778
3.041R174.1203
3.049R174.1554
3.057R174.1359
3.063R174.0124
3.07R174.1042
3.078R174.0849
3.089R174.1664
3.095R174.2058
3.103R174.1862
3.111R174.2205
3.117R174.099
3.124R174.1357
3.132R174.1699
3.142R174.199
3.147R174.2399
3.154R174.1704
3.161R174.2592
3.167R174.1395
3.174R174.2281
3.185R174.1497
3.193R174.2875
3.198R174.2755
3.206R174.2566
3.214R174.2896
3.219R174.3295
3.226R174.2612
3.233R174.3479
3.243R174.2727
3.248R174.3124
3.256R174.3448
3.265R174.2725
3.27R174.3629
3.278R174.3441
3.291R174.4151
3.3R174.394
3.305R174.4326
3.313R174.4642
3.324R174.4384
3.33R174.4245
3.338R174.4558
3.347R174.5345
3.356R174.4636
3.361R174.5512
3.37R174.4808
3.377R174.4151
3.382R174.5023
3.39R174.4837
3.402R174.5052
3.409R174.4402
3.414R174.5265
3.421R174.4616
3.429R174.5892
3.435R174.4785
3.442R174.5593
3.448R174.5456
3.458R174.571
3.464R174.5573
3.473R174.5369
3.482R174.5644
3.487R174.6487
3.495R174.6305
3.506R174.6054
3.513R174.6845
3.519R174.6709
3.526R174.6076
3.534R174.6368
3.539R174.6727
3.547R174.7016
3.555R174.6835
3.565R174.7078
3.57R174.6499
3.578R174.6785
3.586R174.6607
3.592R174.6938
3.599R174.6318
3.605R174.7573
3.616R174.6866
3.622R174.7194
3.63R174.7474
3.638R174.7297
3.645R174.7143
3.651R174.701
3.657R174.8245
3.667R174.8023
3.673R174.7889
3.682R174.7691
3.688R174.8012
3.697R174.6461
3.702R174.8154
3.709R174.845
3.72R174.8208
3.726R174.8076
3.734R174.7902
3.742R174.8174
3.75R174.7111
3.755R174.8779
3.763R174.8605
3.773R174.8829
3.778R174.8279
3.787R174.8085
3.795R174.8792
3.803R174.7304
3.808R174.8512
3.819R174.9149
3.828R174.8955
3.833R174.9283
3.842R174.9089
3.848R174.8961
3.856R174.7925
3.862R174.9093
3.87R174.9354
3.88R174.9141
3.885R174.9893
3.895R174.8823
3.903R174.9936
3.911R174.8061
3.916R174.9659
3.927R174.9427
3.94R175
3.947R174.943
3.954R175.0126
3.961R175.04
3.969R174.8551
3.974R175.0126
3.983R175.0774
3.991R174.977
3.996R175.05
4.004R175.0333
4.011R175.1018
4.019R174.9191
4.027R175.151
4.035R175.1343
4.043R175.1587
4.048R175.1071
4.055R175.1336
4.063R175.158
4.07R175.0205
4.076R175.09
4.086R175.1102
4.095R175.173
4.101R175.0793
4.109R175.1846
4.117R175.168
4.124R175.0727
4.13R175.1413
4.142R175.1569
4.149R175.1024
4.154R175.1725
4.161R175.1182
4.168R175.1839
4.175R175.1297
4.181R175.1175
4.187R175.2249
4.197R175.2442
4.203R175.1527
4.21R175.1781
4.218R175.2015
4.226R175.1065
4.231R175.254
4.238R175.2006
4.248R175.2197
4.254R175.2077
4.26R175.2347
4.268R175.2187
4.277R175.1227
4.282R175.2296
4.29R175.2525
4.301R175.1918
4.306R175.2593
4.315R175.2028
4.325R175.2986
4.333R175.1673
4.338R175.2728
4.349R175.251
4.36R175.3058
4.365R175.3341
4.374R175.3163
4.382R175.3005
